,age,job,marital,education,contact,month,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,deposit_approve
37594,62,management,divorced,high.school,cellular,aug,405,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37597,76,retired,married,professional.course,cellular,aug,308,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.861,yes
37602,73,retired,married,basic.4y,cellular,aug,348,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37603,67,retired,married,professional.course,cellular,aug,186,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37604,80,retired,married,high.school,telephone,aug,199,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37609,25,admin.,single,university.degree,cellular,aug,286,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37610,25,admin.,single,university.degree,cellular,aug,163,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.861,yes
37613,34,technician,married,university.degree,cellular,aug,220,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37622,28,admin.,single,university.degree,cellular,aug,343,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.861,yes
37624,48,technician,married,high.school,cellular,aug,711,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37625,44,admin.,single,university.degree,cellular,aug,207,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.861,yes
37627,23,technician,married,professional.course,cellular,aug,341,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.861,yes
37631,28,admin.,single,university.degree,cellular,aug,340,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,yes
37633,41,admin.,single,high.school,cellular,aug,606,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.861,yes
37635,74,retired,married,basic.9y,cellular,aug,156,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.861,yes
37637,22,student,single,professional.course,cellular,aug,162,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.861,yes
37639,67,retired,married,basic.6y,cellular,aug,460,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37640,36,admin.,single,university.degree,cellular,aug,278,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37643,61,retired,married,university.degree,telephone,aug,249,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37645,34,admin.,single,university.degree,telephone,aug,205,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37649,26,admin.,single,university.degree,telephone,aug,215,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37650,47,admin.,single,university.degree,cellular,aug,161,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37658,37,admin.,married,university.degree,cellular,aug,148,1,no,2,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37661,71,retired,married,basic.4y,cellular,aug,216,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37662,50,admin.,married,university.degree,cellular,aug,587,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37663,34,technician,married,professional.course,cellular,aug,193,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37664,56,management,married,university.degree,cellular,aug,370,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37665,33,blue-collar,divorced,basic.4y,cellular,aug,395,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37666,20,student,single,high.school,cellular,aug,532,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37667,64,retired,married,high.school,cellular,aug,301,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37671,35,technician,married,professional.course,cellular,aug,441,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,yes
37675,74,retired,divorced,basic.4y,cellular,aug,536,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37681,38,technician,married,university.degree,cellular,aug,238,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37682,35,admin.,married,university.degree,cellular,aug,768,2,no,2,failure,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37683,37,admin.,married,university.degree,cellular,aug,225,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37686,32,technician,single,university.degree,cellular,aug,240,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37687,33,admin.,single,university.degree,cellular,aug,173,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37688,55,unknown,married,university.degree,cellular,aug,164,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37690,74,retired,married,university.degree,cellular,aug,232,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37693,64,retired,married,basic.4y,cellular,aug,145,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37695,34,admin.,single,university.degree,cellular,aug,195,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37702,33,admin.,single,university.degree,cellular,aug,338,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,yes
37704,37,admin.,divorced,university.degree,cellular,aug,329,3,yes,1,success,-2.9,92.20100000000001,-31.4,0.851,yes
37706,66,retired,married,basic.6y,cellular,aug,267,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.851,yes
37707,36,technician,single,professional.course,cellular,aug,474,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.851,yes
37708,34,admin.,single,university.degree,cellular,aug,377,6,yes,1,success,-2.9,92.20100000000001,-31.4,0.851,yes
37710,35,blue-collar,divorced,high.school,cellular,aug,151,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.851,yes
37713,32,management,single,university.degree,cellular,aug,149,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.851,yes
37716,71,retired,single,university.degree,cellular,aug,217,1,yes,2,failure,-2.9,92.20100000000001,-31.4,0.851,yes
37720,24,admin.,single,university.degree,cellular,aug,158,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.851,yes
37723,25,student,single,university.degree,cellular,aug,184,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.851,yes
37726,28,technician,single,professional.course,cellular,aug,63,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.851,yes
37727,28,technician,single,professional.course,cellular,aug,78,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.851,yes
37729,34,technician,single,unknown,cellular,aug,320,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.851,yes
37730,51,management,married,high.school,cellular,aug,228,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37737,61,retired,married,basic.4y,cellular,aug,374,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37738,61,retired,married,basic.4y,cellular,aug,168,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37743,87,retired,divorced,basic.4y,cellular,aug,273,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37745,54,admin.,married,university.degree,cellular,aug,204,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37751,24,student,single,high.school,cellular,aug,276,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37752,34,unemployed,single,professional.course,cellular,aug,531,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37753,54,admin.,married,university.degree,cellular,aug,91,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37755,62,admin.,married,university.degree,cellular,aug,116,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37756,79,housemaid,married,basic.4y,cellular,aug,126,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37757,30,blue-collar,married,high.school,cellular,aug,252,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37758,36,admin.,single,high.school,cellular,aug,159,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37760,39,admin.,married,university.degree,cellular,aug,343,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37762,64,retired,married,unknown,cellular,aug,252,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37763,24,student,single,unknown,cellular,aug,744,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37764,24,student,single,unknown,cellular,aug,438,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,yes
37769,74,retired,married,basic.4y,cellular,aug,467,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.843,yes
37770,47,housemaid,married,university.degree,cellular,aug,232,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,yes
37771,38,unemployed,single,high.school,cellular,aug,712,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,yes
37783,66,retired,married,basic.4y,cellular,aug,142,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,yes
37788,63,housemaid,married,basic.4y,cellular,aug,511,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.838,yes
37789,51,admin.,divorced,high.school,cellular,aug,192,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.838,yes
37798,58,retired,married,high.school,cellular,aug,130,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,yes
37800,63,housemaid,married,basic.4y,cellular,aug,479,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,yes
37801,54,retired,married,professional.course,cellular,aug,95,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,yes
37803,62,retired,married,professional.course,cellular,aug,531,3,yes,1,success,-2.9,92.20100000000001,-31.4,0.838,yes
37805,58,retired,married,high.school,cellular,aug,242,6,yes,1,success,-2.9,92.20100000000001,-31.4,0.838,yes
37807,56,services,single,high.school,cellular,aug,555,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,yes
37808,43,admin.,married,high.school,cellular,aug,291,2,yes,2,success,-2.9,92.20100000000001,-31.4,0.838,yes
37811,27,admin.,single,high.school,telephone,aug,415,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,yes
37813,42,retired,divorced,illiterate,telephone,aug,128,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,yes
37816,59,technician,married,professional.course,cellular,aug,210,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,yes
37818,80,retired,married,basic.4y,cellular,aug,323,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8340000000000001,yes
37823,28,student,single,unknown,cellular,aug,700,4,no,1,failure,-2.9,92.20100000000001,-31.4,0.8290000000000001,yes
37827,59,admin.,single,university.degree,cellular,aug,259,3,yes,1,success,-2.9,92.20100000000001,-31.4,0.8290000000000001,yes
37829,51,admin.,married,university.degree,cellular,aug,212,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,yes
37830,46,admin.,married,university.degree,cellular,aug,445,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8290000000000001,yes
37831,50,admin.,married,university.degree,cellular,aug,460,1,yes,2,failure,-2.9,92.20100000000001,-31.4,0.8290000000000001,yes
37833,58,retired,divorced,high.school,cellular,aug,398,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.8290000000000001,yes
37834,31,admin.,single,university.degree,cellular,aug,81,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8290000000000001,yes
37850,33,admin.,married,high.school,cellular,aug,207,3,yes,1,success,-2.9,92.20100000000001,-31.4,0.825,yes
37853,55,entrepreneur,divorced,basic.9y,cellular,aug,622,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,yes
37854,26,student,single,university.degree,cellular,aug,173,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,yes
37855,62,retired,married,professional.course,cellular,aug,517,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.825,yes
37860,26,student,single,high.school,cellular,aug,155,2,yes,2,failure,-2.9,92.20100000000001,-31.4,0.825,yes
37861,72,unknown,married,unknown,cellular,aug,207,8,no,1,failure,-2.9,92.20100000000001,-31.4,0.825,yes
37863,30,student,married,university.degree,cellular,aug,98,2,yes,2,success,-2.9,92.20100000000001,-31.4,0.821,yes
37870,73,retired,married,basic.4y,cellular,aug,160,3,no,1,failure,-2.9,92.20100000000001,-31.4,0.821,yes
37871,38,technician,married,professional.course,telephone,aug,473,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.821,yes
37875,30,student,married,university.degree,cellular,aug,186,3,yes,1,success,-2.9,92.20100000000001,-31.4,0.821,yes
37878,53,admin.,married,university.degree,cellular,aug,267,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.821,yes
37880,38,admin.,married,high.school,cellular,aug,470,1,yes,2,failure,-2.9,92.20100000000001,-31.4,0.821,yes
37882,31,management,married,university.degree,cellular,aug,271,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.821,yes
37890,39,entrepreneur,married,basic.6y,cellular,sep,265,2,yes,1,success,-3.4,92.37899999999999,-29.8,0.8190000000000001,yes
37903,33,admin.,married,high.school,cellular,sep,212,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,yes
37904,54,admin.,married,unknown,cellular,sep,82,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,yes
37905,79,retired,married,basic.9y,cellular,sep,181,1,no,1,failure,-3.4,92.37899999999999,-29.8,0.8190000000000001,yes
37906,39,entrepreneur,married,basic.6y,cellular,sep,531,2,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,yes
37910,37,admin.,married,university.degree,cellular,sep,140,2,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,yes
37911,34,technician,married,professional.course,cellular,sep,233,2,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,yes
37914,34,technician,married,professional.course,cellular,sep,121,3,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.813,yes
37916,18,student,single,unknown,cellular,sep,385,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.809,yes
37919,26,admin.,single,university.degree,telephone,sep,471,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.809,yes
37922,32,admin.,married,university.degree,cellular,sep,444,1,no,1,failure,-3.4,92.37899999999999,-29.8,0.809,yes
37925,60,retired,married,professional.course,cellular,sep,365,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.809,yes
37926,44,admin.,married,university.degree,cellular,sep,331,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.809,yes
37929,40,unknown,single,unknown,cellular,sep,224,1,no,1,failure,-3.4,92.37899999999999,-29.8,0.809,yes
37933,26,student,single,unknown,cellular,sep,733,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.809,yes
37939,59,management,married,university.degree,cellular,sep,328,2,yes,1,success,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37941,51,technician,married,professional.course,cellular,sep,520,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37942,53,technician,married,professional.course,cellular,sep,730,1,no,1,failure,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37952,76,management,married,unknown,cellular,sep,879,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37953,39,blue-collar,married,basic.9y,cellular,sep,293,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37954,72,retired,married,basic.4y,cellular,sep,230,1,yes,2,success,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37955,18,student,single,unknown,cellular,sep,563,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37957,28,student,single,high.school,cellular,sep,555,2,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37960,50,admin.,married,high.school,cellular,sep,434,2,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,yes
37968,45,housemaid,single,basic.4y,telephone,sep,569,4,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,yes
37969,59,admin.,married,unknown,cellular,sep,281,3,yes,1,success,-3.4,92.37899999999999,-29.8,0.797,yes
37970,61,retired,married,university.degree,cellular,sep,350,1,yes,2,success,-3.4,92.37899999999999,-29.8,0.797,yes
37971,59,admin.,married,unknown,cellular,sep,295,4,no,1,failure,-3.4,92.37899999999999,-29.8,0.797,yes
37972,45,housemaid,single,basic.4y,cellular,sep,219,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,yes
37982,52,technician,married,professional.course,cellular,sep,211,1,no,1,failure,-3.4,92.37899999999999,-29.8,0.797,yes
37984,45,admin.,married,university.degree,cellular,sep,587,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,yes
37987,45,admin.,married,university.degree,cellular,sep,351,1,yes,2,success,-3.4,92.37899999999999,-29.8,0.797,yes
37989,41,admin.,married,university.degree,cellular,sep,800,2,no,1,failure,-3.4,92.37899999999999,-29.8,0.797,yes
37992,30,admin.,single,university.degree,cellular,sep,199,6,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,yes
37994,30,self-employed,single,university.degree,cellular,sep,145,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
37995,43,technician,married,professional.course,cellular,sep,293,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
37996,49,admin.,married,high.school,cellular,sep,495,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
37997,71,retired,married,basic.4y,cellular,sep,206,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
37998,66,management,divorced,university.degree,cellular,sep,679,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38000,39,self-employed,divorced,high.school,cellular,sep,261,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38001,30,self-employed,single,university.degree,cellular,sep,169,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38002,29,self-employed,single,university.degree,cellular,sep,445,2,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38004,43,technician,married,high.school,cellular,sep,260,1,yes,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38005,75,retired,married,unknown,cellular,sep,191,1,no,1,failure,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38006,24,student,single,basic.9y,cellular,sep,137,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38008,39,self-employed,divorced,high.school,cellular,sep,108,2,yes,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38012,34,technician,married,professional.course,telephone,sep,376,2,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,yes
38014,30,admin.,married,university.degree,cellular,sep,475,5,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7809999999999999,yes
38016,58,retired,married,basic.4y,cellular,sep,394,1,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7809999999999999,yes
38018,36,services,married,high.school,cellular,sep,569,3,no,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7809999999999999,yes
